,train,train_stop,station_id,station,time_travel,line_name,stop_lat,stop_lon
505,F,F045,F01,"Jamaica - 179 St"F01,300,F,40.712646,-73.783817
506,FS,FS01,D26,"Prospect Park"D26,0,BFQS,40.661614,-73.962246
507,FS,FS02,S04,"Botanic Garden"S04,180,2345FS,40.670343,-73.959245
508,FS,FS03,S03,"Park Pl"S03,120,FS,40.674772,-73.957624
509,FS,FS04,A45,"Franklin Av"A45,120,ACFS,40.68138,-73.956848
510,GS,GS01,631,"Grand Central - 42 St"631,0,4567GS,40.751776,-73.976848
511,GS,GS02,127,"Times Sq - 42 St"127,90,1237ACEGNQRS,40.75529,-73.987495
512,G,G01,719,"Court Sq"719,0,7EGM,40.747023,-73.945264
513,G,G02,G24,"21 St"G24,60,G,40.744065,-73.949724
514,G,G03,G26,"Greenpoint Av"G26,150,G,40.731352,-73.954449
515,G,G04,G28,"Nassau Av"G28,90,G,40.724635,-73.951277
516,G,G05,G29,"Metropolitan Av"G29,180,GL,40.712792,-73.951418
517,G,G06,G30,"Broadway"G30,90,G,40.706092,-73.950308
518,G,G07,G31,"Flushing Av"G31,60,G,40.700377,-73.950234
519,G,G08,G32,"Myrtle - Willoughby Avs"G32,90,G,40.694568,-73.949046
520,G,G09,G33,"Bedford - Nostrand Avs"G33,90,G,40.689627,-73.953522
521,G,G010,G34,"Classon Av"G34,60,G,40.688873,-73.96007
522,G,G011,G35,"Clinton - Washington Avs"G35,90,G,40.688089,-73.966839
523,G,G012,G36,"Fulton St"G36,90,G,40.687119,-73.975375
524,G,G013,A42,"Hoyt - Schermerhorn Sts"A42,90,ACG,40.688484,-73.985001
525,G,G014,F20,"Bergen St"F20,90,FG,40.686145,-73.990862
526,G,G015,F21,"Carroll St"F21,90,FG,40.680303,-73.995048
527,G,G016,F22,"Smith - 9 Sts"F22,90,FG,40.67358,-73.995959
528,G,G017,F23,"4 Av"F23,90,DFGNR,40.670272,-73.989779
529,G,G018,F24,"7 Av"F24,90,FG,40.666271,-73.980305
530,G,G019,F25,"15 St - Prospect Park"F25,90,FG,40.660365,-73.979493
531,G,G020,F26,"Fort Hamilton Pkwy"F26,150,FG,40.650782,-73.975776
532,G,G021,F27,"Church Av"F27,90,FG,40.644041,-73.979678
533,H,H01,H15,"Rockaway Park - Beach 116 St"H15,0,AS,40.580903,-73.835592
534,H,H02,H14,"Beach 105 St"H14,120,AS,40.583209,-73.827559
535,H,H03,H13,"Beach 98 St"H13,120,AS,40.585307,-73.820558
536,H,H04,H12,"Beach 90 St"H12,90,AS,40.588034,-73.813641
537,H,H05,H04,"Broad Channel"H04,360,AS,40.608382,-73.815925
538,J,J01,M23,"Broad St"M23,0,JZ,40.706476,-74.011056
539,J,J02,229,"Fulton St"229,90,2345ACJZ,40.709416,-74.006571
540,J,J03,M21,"Chambers St"M21,90,456JZ,40.713243,-74.003401
541,J,J04,639,"Canal St"639,120,6JNQRZ,40.718803,-74.000193
542,J,J05,M19,"Bowery"M19,120,JZ,40.72028,-73.993915
543,J,J06,M18,"Essex St"M18,120,FJMZ,40.718315,-73.987437
544,J,J07,M16,"Marcy Av"M16,450,JMZ,40.708359,-73.957757
545,J,J08,M14,"Hewes St"M14,60,JM,40.70687,-73.953431
546,J,J09,M13,"Lorimer St"M13,90,JM,40.703869,-73.947408
547,J,J010,M12,"Flushing Av"M12,90,JM,40.70026,-73.941126
548,J,J011,M11,"Myrtle Av"M11,60,JMZ,40.697207,-73.935657
549,J,J012,J31,"Kosciuszko St"J31,90,J,40.693342,-73.928814
550,J,J013,J30,"Gates Av"J30,90,JZ,40.68963,-73.92227
551,J,J014,J29,"Halsey St"J29,90,J,40.68637,-73.916559
552,J,J015,J28,"Chauncey St"J28,90,JZ,40.682893,-73.910456
553,J,J016,A51,"Broadway Jct"A51,90,ACJLZ,40.678334,-73.905316
554,J,J017,J24,"Alabama Av"J24,120,JZ,40.676992,-73.898654
555,J,J018,J23,"Van Siclen Av"J23,90,JZ,40.678024,-73.891688
556,J,J019,J22,"Cleveland St"J22,90,J,40.679947,-73.884639
557,J,J020,J21,"Norwood Av"J21,60,JZ,40.68141,-73.880039
558,J,J021,J20,"Crescent St"J20,120,JZ,40.683194,-73.873785
559,J,J022,J19,"Cypress Hills"J19,120,J,40.689941,-73.87255
560,J,J023,J17,"75 St"J17,60,JZ,40.691324,-73.867139
561,J,J024,J16,"85 St - Forest Pkwy"J16,90,J,40.692435,-73.86001
562,J,J025,J15,"Woodhaven Blvd"J15,120,JZ,40.693879,-73.851576
563,J,J026,J14,"104 St"J14,90,JZ,40.695178,-73.84433
564,J,J027,J13,"111 St"J13,120,J,40.697418,-73.836345
565,J,J028,J12,"121 St"J12,90,JZ,40.700492,-73.828294
566,J,J029,G06,"Sutphin Blvd - Archer Av - JFK Airport"G06,240,EJZ,40.700486,-73.807969
567,J,J030,G05,"Jamaica Center - Parsons/Archer"G05,60,EJZ,40.702147,-73.801109
568,L,L01,L29,"Canarsie - Rockaway Pkwy"L29,0,L,40.646654,-73.90185
569,L,L02,L28,"E 105 St"L28,120,L,40.650573,-73.899485
570,L,L03,L27,"New Lots Av"L27,120,L,40.658733,-73.899232
571,L,L04,L26,"Livonia Av"L26,90,34L,40.664038,-73.900571
572,L,L05,L25,"Sutter Av"L25,90,L,40.669367,-73.901975
573,L,L06,L24,"Atlantic Av"L24,90,L,40.675345,-73.903097
574,L,L07,A51,"Broadway Jct"A51,90,ACJLZ,40.678334,-73.905316
575,L,L08,L21,"Bushwick Av - Aberdeen St"L21,60,L,40.682829,-73.905249
576,L,L09,L20,"Wilson Av"L20,90,L,40.688764,-73.904046
577,L,L010,L19,"Halsey St"L19,150,L,40.695602,-73.904084
578,L,L011,L17,"Myrtle - Wyckoff Avs"L17,90,LM,40.699814,-73.911586
579,L,L012,L16,"DeKalb Av"L16,120,L,40.703811,-73.918425
580,L,L013,L15,"Jefferson St"L15,60,L,40.706607,-73.922913
581,L,L014,L14,"Morgan Av"L14,150,L,40.706152,-73.933147
582,L,L015,L13,"Montrose Av"L13,120,L,40.707739,-73.93985
583,L,L016,L12,"Grand St"L12,60,L,40.711926,-73.94067
584,L,L017,L11,"Graham Av"L11,60,L,40.714565,-73.944053
585,L,L018,L10,"Lorimer St"L10,90,GL,40.714063,-73.950275
586,L,L019,L08,"Bedford Av"L08,120,L,40.717304,-73.956872
587,L,L020,L06,"1 Av"L06,240,L,40.730953,-73.981628
588,L,L021,L05,"3 Av"L05,60,L,40.732849,-73.986122
589,L,L022,635,"14 St - Union Sq"635,90,456LNQR,40.734673,-73.989951
590,L,L023,L02,"6 Av"L02,90,123FLM,40.737335,-73.996786
591,L,L024,L01,"8 Av"L01,60,ACEL,40.739777,-74.002578
592,M,M01,M01,"Middle Village - Metropolitan Av"M01,0,M,40.711396,-73.889601
593,M,M02,M04,"Fresh Pond Rd"M04,120,M,40.706186,-73.895877
594,M,M03,M05,"Forest Av"M05,90,M,40.704423,-73.903077
595,M,M04,M06,"Seneca Av"M06,60,M,40.702762,-73.90774
596,M,M05,L17,"Myrtle - Wyckoff Avs"L17,90,LM,40.699814,-73.911586
597,M,M06,M09,"Knickerbocker Av"M09,120,M,40.698664,-73.919711
598,M,M07,M10,"Central Av"M10,120,M,40.697857,-73.927397
599,M,M08,M11,"Myrtle Av"M11,120,JMZ,40.697207,-73.935657
600,M,M09,M12,"Flushing Av"M12,90,JM,40.70026,-73.941126
601,M,M010,M13,"Lorimer St"M13,90,JM,40.703869,-73.947408
602,M,M011,M14,"Hewes St"M14,60,JM,40.70687,-73.953431
603,M,M012,M16,"Marcy Av"M16,60,JMZ,40.708359,-73.957757
604,M,M013,M18,"Essex St"M18,510,FJMZ,40.718315,-73.987437
605,M,M014,D21,"Broadway-Lafayette St"D21,240,BDMQ6,40.725297,-73.996204
606,M,M015,A32,"W 4 St"A32,150,ABCDEFM,40.732338,-74.000495
607,M,M016,132,"14 St"132,90,123FLM,40.737826,-74.000201
608,M,M017,D18,"23 St"D18,90,FM,40.742878,-73.992821
609,M,M018,D17,"34 St - Herald Sq"D17,90,BDFMNQR,40.749719,-73.987823
610,M,M019,D16,"42 St - Bryant Pk"D16,90,7BDFM,40.754222,-73.984569
611,M,M020,D15,"47-50 Sts - Rockefeller Ctr"D15,90,BDFM,40.758663,-73.981329
612,M,M021,F12,"5 Av/53 St"F12,180,EM,40.760167,-73.975224
613,M,M022,F11,"Lexington Av/53 St"F11,150,6EM,40.757552,-73.969055
614,M,M023,719,"Court Sq"719,180,7EGM,40.747023,-73.945264
615,M,M024,G21,"Queens Plaza"G21,90,EMR,40.748973,-73.937243
616,M,M025,G20,"36 St"G20,120,EMR,40.752039,-73.928781
617,M,M026,G19,"Steinway St"G19,120,EMR,40.756879,-73.92074
618,M,M027,G18,"46 St"G18,90,EMR,40.756312,-73.913333
619,M,M028,G16,"Northern Blvd"G16,90,EMR,40.752885,-73.906006
620,M,M029,G15,"65 St"G15,60,EMR,40.749669,-73.898453
621,M,M030,G14,"Jackson Hts - Roosevelt Av"G14,90,7EFMR,40.746644,-73.891338
622,M,M031,G13,"Elmhurst Av"G13,90,EMR,40.742454,-73.882017
623,M,M032,G12,"Grand Av - Newtown"G12,90,EMR,40.737015,-73.877223
624,M,M033,G11,"Woodhaven Blvd"G11,120,EMR,40.733106,-73.869229
625,M,M034,G10,"63 Dr - Rego Park"G10,60,EMR,40.729846,-73.861604
626,M,M035,G09,"67 Av"G09,120,EMR,40.726523,-73.852719
627,M,M036,G08,"Forest Hills - 71 Av"G08,90,EFMR,40.721691,-73.844521
628,N,N01,R01,"Astoria - Ditmars Blvd"R01,0,NQ,40.775036,-73.912034
629,N,N02,R03,"Astoria Blvd"R03,90,NQ,40.770258,-73.917843
630,N,N03,R04,"30 Av"R04,60,NQ,40.766779,-73.921479
631,N,N04,R05,"Broadway"R05,90,NQ,40.76182,-73.925508
632,N,N05,R06,"36 Av"R06,120,NQ,40.756804,-73.929575
633,N,N06,R08,"39 Av"R08,60,N,40.752882,-73.932755
634,N,N07,718,"Queensboro Plaza"718,150,7N,40.750582,-73.940202
635,N,N08,R11,"Lexington Av/59 St"R11,300,456FNR,40.76266,-73.967258
636,N,N09,R13,"5 Av/59 St"R13,90,NR,40.764811,-73.973347
637,N,N010,R14,"57 St - 7 Av"R14,150,NQR,40.764664,-73.980658
638,N,N011,R15,"49 St"R15,90,NQR,40.759901,-73.984139
639,N,N012,127,"Times Sq - 42 St"127,90,1237ACEGNQRS,40.75529,-73.987495
640,N,N013,D17,"34 St - Herald Sq"D17,90,BDFMNQR,40.749719,-73.987823
641,N,N014,R18,"28 St"R18,60,NQR,40.745494,-73.988691
642,N,N015,R19,"23 St"R19,90,NQR,40.741303,-73.989344
643,N,N016,635,"14 St - Union Sq"635,90,456LNQR,40.734673,-73.989951
644,N,N017,R21,"8 St - NYU"R21,120,NQR,40.730328,-73.992629
645,N,N018,R22,"Prince St"R22,120,NQR,40.724329,-73.997702
646,N,N019,639,"Canal St"639,120,6JNQRZ,40.718803,-74.000193
647,N,N020,235,"Atlantic Av - Barclays Ctr"235,750,2345BDNQR,40.684359,-73.977666
648,N,N021,R36,"36 St"R36,330,DNR,40.655144,-74.003549
649,N,N022,R41,"59 St"R41,210,NR,40.641362,-74.017881
650,N,N023,N02,"8 Av"N02,180,N,40.635064,-74.011719
651,N,N024,N03,"Fort Hamilton Pkwy"N03,90,N,40.631386,-74.005351
652,N,N025,N04,"New Utrecht Av"N04,120,DN,40.624842,-73.996353
653,N,N026,N05,"18 Av"N05,90,N,40.620671,-73.990414
654,N,N027,N06,"20 Av"N06,90,N,40.61741,-73.985026
655,N,N028,N07,"Bay Pkwy"N07,90,N,40.611815,-73.981848
656,N,N029,N08,"Kings Hwy"N08,120,N,40.603923,-73.980353
657,N,N030,N09,"Avenue U"N09,120,N,40.597473,-73.979137
658,N,N031,N10,"86 St"N10,240,N,40.592721,-73.97823
659,N,N032,D43,"Coney Island - Stillwell Av"D43,420,DFNQ,40.577422,-73.981233
660,Q,Q01,R01,"Astoria - Ditmars Blvd"R01,0,NQ,40.775036,-73.912034
661,Q,Q02,R03,"Astoria Blvd"R03,90,NQ,40.770258,-73.917843
662,Q,Q03,R04,"30 Av"R04,60,NQ,40.766779,-73.921479
663,Q,Q04,R05,"Broadway"R05,90,NQ,40.76182,-73.925508
664,Q,Q05,R06,"36 Av"R06,120,NQ,40.756804,-73.929575
665,Q,Q06,R08,"39 Av"R08,60,N,40.752882,-73.932755
666,Q,Q07,718,"Queensboro Plaza"718,210,7N,40.750582,-73.940202
667,Q,Q08,R11,"Lexington Av/59 St"R11,360,456FNR,40.76266,-73.967258
668,Q,Q09,R13,"5 Av/59 St"R13,90,NR,40.764811,-73.973347
669,Q,Q010,R14,"57 St - 7 Av"R14,150,NQR,40.764664,-73.980658
670,Q,Q011,R15,"49 St"R15,90,NQR,40.759901,-73.984139
671,Q,Q012,127,"Times Sq - 42 St"127,90,1237ACEGNQRS,40.75529,-73.987495
672,Q,Q013,D17,"34 St - Herald Sq"D17,210,BDFMNQR,40.749719,-73.987823
673,Q,Q014,635,"14 St - Union Sq"635,300,456LNQR,40.734673,-73.989951
674,Q,Q015,639,"Canal St"639,240,6JNQRZ,40.718803,-74.000193
675,Q,Q016,R30,"DeKalb Av"R30,480,BDNQR,40.690635,-73.981824
676,Q,Q017,235,"Atlantic Av - Barclays Ctr"235,90,2345BDNQR,40.684359,-73.977666
677,Q,Q018,D25,"7 Av"D25,150,BQ,40.67705,-73.972367
678,Q,Q019,D26,"Prospect Park"D26,240,BFQS,40.661614,-73.962246
679,Q,Q020,D27,"Parkside Av"D27,90,Q,40.655292,-73.961495
680,Q,Q021,D28,"Church Av"D28,90,BQ,40.650527,-73.962982
681,Q,Q022,D29,"Beverley Rd"D29,90,Q,40.644031,-73.964492
682,Q,Q023,D30,"Cortelyou Rd"D30,60,Q,40.640927,-73.963891
683,Q,Q024,D31,"Newkirk Plaza"D31,90,BQ,40.635082,-73.962793
684,Q,Q025,D32,"Avenue H"D32,60,Q,40.62927,-73.961639
685,Q,Q026,D33,"Avenue J"D33,90,Q,40.625039,-73.960803
686,Q,Q027,D34,"Avenue M"D34,90,Q,40.617618,-73.959399
687,Q,Q028,D35,"Kings Hwy"D35,150,BQ,40.60867,-73.957734
688,Q,Q029,D37,"Avenue U"D37,150,Q,40.5993,-73.955929
689,Q,Q030,D38,"Neck Rd"D38,60,Q,40.595246,-73.955161
690,Q,Q031,D39,"Sheepshead Bay"D39,150,BQ,40.586896,-73.954155
691,Q,Q032,D40,"Brighton Beach"D40,120,BQ,40.577621,-73.961376
692,Q,Q033,D41,"Ocean Pkwy"D41,120,Q,40.576312,-73.968501
693,Q,Q034,D42,"W 8 St - NY Aquarium"D42,120,FQ,40.576127,-73.975939
694,Q,Q035,D43,"Coney Island - Stillwell Av"D43,90,DFNQ,40.577422,-73.981233
695,R,R01,G08,"Forest Hills - 71 Av"G08,0,EFMR,40.721691,-73.844521
696,R,R02,G09,"67 Av"G09,90,EMR,40.726523,-73.852719
697,R,R03,G10,"63 Dr - Rego Park"G10,120,EMR,40.729846,-73.861604
698,R,R04,G11,"Woodhaven Blvd"G11,60,EMR,40.733106,-73.869229
699,R,R05,G12,"Grand Av - Newtown"G12,120,EMR,40.737015,-73.877223
700,R,R06,G13,"Elmhurst Av"G13,90,EMR,40.742454,-73.882017
701,R,R07,G14,"Jackson Hts - Roosevelt Av"G14,90,7EFMR,40.746644,-73.891338
702,R,R08,G15,"65 St"G15,90,EMR,40.749669,-73.898453
703,R,R09,G16,"Northern Blvd"G16,90,EMR,40.752885,-73.906006
704,R,R010,G18,"46 St"G18,90,EMR,40.756312,-73.913333
705,R,R011,G19,"Steinway St"G19,90,EMR,40.756879,-73.92074
706,R,R012,G20,"36 St"G20,120,EMR,40.752039,-73.928781
707,R,R013,G21,"Queens Plaza"G21,120,EMR,40.748973,-73.937243
708,R,R014,R11,"Lexington Av/59 St"R11,330,456FNR,40.76266,-73.967258
709,R,R015,R13,"5 Av/59 St"R13,90,NR,40.764811,-73.973347
710,R,R016,R14,"57 St - 7 Av"R14,150,NQR,40.764664,-73.980658
711,R,R017,R15,"49 St"R15,90,NQR,40.759901,-73.984139
712,R,R018,127,"Times Sq - 42 St"127,90,1237ACEGNQRS,40.75529,-73.987495
713,R,R019,D17,"34 St - Herald Sq"D17,90,BDFMNQR,40.749719,-73.987823
714,R,R020,R18,"28 St"R18,60,NQR,40.745494,-73.988691
715,R,R021,R19,"23 St"R19,90,NQR,40.741303,-73.989344
716,R,R022,635,"14 St - Union Sq"635,90,456LNQR,40.734673,-73.989951
717,R,R023,R21,"8 St - NYU"R21,90,NQR,40.730328,-73.992629
718,R,R024,R22,"Prince St"R22,150,NQR,40.724329,-73.997702
719,R,R025,639,"Canal St"639,90,6JNQRZ,40.718803,-74.000193
720,R,R026,R24,"City Hall"R24,150,NR,40.713282,-74.006978
721,R,R027,R25,"Cortlandt St"R25,120,NR,40.710668,-74.011029
722,R,R028,R26,"Rector St"R26,90,NR,40.70722,-74.013342
723,R,R029,R27,"Whitehall St"R27,120,1NR,40.703087,-74.012994
724,R,R030,R28,"Court St"R28,210,2345NR,40.6941,-73.991777
725,R,R031,A41,"Jay St - MetroTech"A41,120,ACFNR,40.692338,-73.987342
726,R,R032,R30,"DeKalb Av"R30,180,BDNQR,40.690635,-73.981824
727,R,R033,235,"Atlantic Av - Barclays Ctr"235,240,2345BDNQR,40.684359,-73.977666
728,R,R034,R32,"Union St"R32,120,DNR,40.677316,-73.98311
729,R,R035,R33,"9 St"R33,90,DFGNR,40.670847,-73.988302
730,R,R036,R34,"Prospect Av"R34,120,DNR,40.665414,-73.992872
731,R,R037,R35,"25 St"R35,90,DNR,40.660397,-73.998091
732,R,R038,R36,"36 St"R36,90,DNR,40.655144,-74.003549
733,R,R039,R39,"45 St"R39,120,NR,40.648939,-74.010006
734,R,R040,R40,"53 St"R40,90,NR,40.645069,-74.014034
735,R,R041,R41,"59 St"R41,90,NR,40.641362,-74.017881
736,R,R042,R42,"Bay Ridge Av"R42,120,R,40.634967,-74.023377
737,R,R043,R43,"77 St"R43,90,R,40.629742,-74.02551
738,R,R044,R44,"86 St"R44,120,R,40.622687,-74.028398
739,R,R045,R45,"Bay Ridge - 95 St"R45,120,R,40.616622,-74.030876
740,Z,Z01,M23,"Broad St"M23,0,JZ,40.706476,-74.011056
741,Z,Z02,229,"Fulton St"229,120,2345ACJZ,40.709416,-74.006571
742,Z,Z03,M21,"Chambers St"M21,120,456JZ,40.713243,-74.003401
743,Z,Z04,639,"Canal St"639,120,6JNQRZ,40.718803,-74.000193
744,Z,Z05,M19,"Bowery"M19,150,JZ,40.72028,-73.993915
745,Z,Z06,M18,"Essex St"M18,120,FJMZ,40.718315,-73.987437
746,Z,Z07,M16,"Marcy Av"M16,450,JMZ,40.708359,-73.957757
747,Z,Z08,M11,"Myrtle Av"M11,240,JMZ,40.697207,-73.935657
748,Z,Z09,J30,"Gates Av"J30,180,JZ,40.68963,-73.92227
749,Z,Z010,J28,"Chauncey St"J28,150,JZ,40.682893,-73.910456
750,Z,Z011,A51,"Broadway Jct"A51,60,ACJLZ,40.678334,-73.905316
751,Z,Z012,J24,"Alabama Av"J24,90,JZ,40.676992,-73.898654
752,Z,Z013,J23,"Van Siclen Av"J23,60,JZ,40.678024,-73.891688
753,Z,Z014,J21,"Norwood Av"J21,150,JZ,40.68141,-73.880039
754,Z,Z015,J20,"Crescent St"J20,90,JZ,40.683194,-73.873785
755,Z,Z016,J17,"75 St"J17,150,JZ,40.691324,-73.867139
756,Z,Z017,J15,"Woodhaven Blvd"J15,180,JZ,40.693879,-73.851576
757,Z,Z018,J14,"104 St"J14,90,JZ,40.695178,-73.84433
758,Z,Z019,J12,"121 St"J12,180,JZ,40.700492,-73.828294
759,Z,Z020,G06,"Sutphin Blvd - Archer Av - JFK Airport"G06,240,EJZ,40.700486,-73.807969
760,Z,Z021,G05,"Jamaica Center - Parsons/Archer"G05,60,EJZ,40.702147,-73.801109
